Timestamp,Titre de la session | Title,Résume | Abstract,Quels bénéfices vont en retirer les participants ? | What will be the benefits for the participants?,Niveau | Level,Format | Format,Thème,Nombre de participants maxi | Maximum number of participants,"Dispositions particulières de la salle, Remarques | Room requirements, Remarks.",Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Prénom | First Name,Nom | Last Name,Entreprise | Company,Web site / Blog / Twitter...,Bio | Biography,Durée | Duration,Interne: mail de confirmation envoyé à l'orateur
6/19/2012 17:13:02,DevOps@Kelkoo,"Kelkoo a implémenté une solution globale pour banaliser la création, la configuration et le déploiement de ses applications sur son infrastructure.

De la création du composant logiciel à travers des archetypes comprenant la structure maven ainsi des fichiers de configuration templatisés jusqu'a la software factory produisant des RPMS. Du clonage OS automatisé des serveurs jusqu'au backoffice de configuration des serveurs (tel composant avec telles clefs de conf sur tels serveurs); toutes ces opérations sont accessibles au développeurs Kelkoo et autorisent des logiques de déploiement continu pertinentes dans une société Agile.

Cette présentation vise a expliquer comment Kelkoo a mis en oeuvre les outils: Cobbler, Puppet, jenkins, Maven, RPM, Gepetto (BO maison), Punch (surcouche puppet) pour simplifier la création, la configuration et le déploiement de ses applications de manière industrielle.","Découvrir Devops
Découvrir une implémentation d'une chaine complète d'usine logicielle.
Voir l'impact sur l'organisation et la communication entre équipes

Pour info, déja présenté à MixIT (slides et vidéo dispo)",Confirmé | Skilled,Conférence | Conference,DevOps | DevOps,,,Alain ,DELAFOSSE,Kelkoo,"@alaindelafosse
www.kelkoo.fr
www.alaindelafosse.com",,Nicoals ,CAPPONI,Kelkoo,"www.kelkoo.fr
@nicolascapponi",,,,,,,,,,,,50 minutes,OK le 20/06
6/19/2012 17:19:17,Jeu ,"Basé sur le jeu Hard choices de Kruchten, ce jeu permet a une équipe agile (développeurs, PO, manager) d'appréhender les différentes stratégies de gestion de la dette technique (refactoring continu ou pas), d’implémentation des fonctionalités techniques (scalabilité, etc...) dans le cadre du déroulement d'un projet SCRUM très animé !","Découvrir et appréhender les attributs non fonctionnels d'un logiciel (scalabilité, iternationalisation).
Découvrir les pratiques XP et leur bénéfices
Comprendre les challenges en terme d'arbitrage technique auquels une équipe agile est exposée.",Confirmé | Skilled,Atelier pratique / Jeu | Practical Workshop / Game,"Gestion de produit / portfolio Agile | Agile product/portfolio management, Craftmanship (Technique / Coding / Testing...), chai pas trop",12,,Alain,DELAFOSSE,Kelkoo,"@alaindelafosse
www.kelkoo.fr
www.alaindelafosse.com",,,,,,,,,,,,,,,,,50 minutes,OK le 20/06. Demande d'un autre nom de session
6/21/2012 11:37:27,« On ne fait pas pousser de l'herbe en tirant dessus »,"Quels ingrédients pour une bonne pousse ? 

Cet atelier propose de tisser un lien entre la botanique et les piliers de la motivation individuelle => réalisation d’un dessin par les participants.

L’accent est mis ensuite sur l’impact de notre personnalité sur notre perception des autres et sur la richesse du travail collectif => réalisation de posters par les participants.

Enfin les différentes phases du processus agile sont « colorisées »  pour identifier ensemble les spécificités comportementales de chacune de ces phases  => jeu de cartes.

Atelier ludique par équipe. 
","Construire un cadre clair de compréhension de la motivation individuelle.

Comprendre l’impact des personnalités individuelles sur le travail collectif.

Identifier les attitudes à privilégier dans les différentes phases du processus agile.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Atelier pratique / Jeu | Practical Workshop / Game,Management | Management,40,"4 paper board ou
Tout autre moyen de réaliser des poster et dessins en groupe tout en respectant les locaux (ex : murs).",Marc,VILCOT,Com-Hom,www.com-hom.com,"J'ai créé Com-Hom en 2008 après 17 années enrichissantes de vente et management terrain dans l’industrie.  

Ingénieur électrotechnique (INPG 1989), j'ai commencé ma carrière à concevoir des machines électriques. Mes préférences créatives et relationnelles m'ont vite amené vers des activités commerciales et marketing.

Com-Hom est partenaire des entreprises pour fédérer les énergies au service d’une performance durable.
",Françoise,BALAND,Com-Hom,www.com-hom.com,"Ma formation initiale concerne le développement logiciel ( ENSIMAG). 

J’ai pratiqué le développement logiciel, la gestion de projet et le management d’équipe R&D durant de nombreuses années dans le secteur de l’électronique (Télématique, Digigram). J’ai managé le processus de développement produit, de l’expression d’une idée à la mise en production, en privilégiant ce qui me paraissait indispensable à la réussite des projets : le travail d’équipe pluridisciplinaire. En 2009, nous mettons en place les premiers projets logiciels développés en Scrum. 

Aujourd’hui, je fais de la formation et de l’accompagnement des entreprises dans le domaine du management des organisations
",,,,,,,,,,,120 minutes,OK le 21/06
6/24/2012 14:56:00,Les KPI agiles,"Que ce soit en interne ou avec une société de prestation, il est indispensable de savoir mesurer la performance d'un projet.
L'habitude est de calculer des KPI (key performance indicators).
Pour un projet agile, il faut des KPI spécifiques.
Venez découvrir une proposition cohérente et complète.","Le problème de la mesure de la performance d'un projet agile revient chaque fois qu'on aborde la contractualisation (c'est à dire souvent).
Ces KPI sont utilisables facilement, et personnalisables.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Conférence | Conference,"Management | Management, Agile Distribué | Distributed Agile, Contractualisation Agile | Agile Contracts",,,Rémy,Génin,Agile Walk,"www.agilewalk.com
@leremyagile","Apres 20 ans de carrière et 5 ans comme évangéliste agile et responsable de tout ce qui touche à l'agilité chez France Telecom / Orange, Rémy Génin accompagne aujourd'hui les grands projets dans leur transition vers l'agilité. Il forme aussi les coaches agiles et scrummasters.",,,,,,,,,,,,,,,,50 minutes,OK le 24/06
6/25/2012 15:39:55,Agile@ Kelkoo : en évolution continue,"Venez découvrir quels sont les moyens que Kelkoo a mis en place pour améliorer de manière continue et soutenue ses pratiques Agiles !
(coding dojo, réunion hebdo Agile@ Kelkoo, rencontres bilatérales,etc..).
Dans cette présentation, seront exposés quelques uns des principaux sujets débattus ces dernières années (gestion de programme, retrospectives, métriques, TDD, etc..)",Cette session a pour but de montrer que les pratiques des équipes agile évoluent constamment et qu'il existe un ensemble varié de pratiques à mettre en oeuvre pour aller toujours de l'avant. ,Confirmé | Skilled,REX - Retour d'Expérience | Experience Reports,"Management | Management, Amélioration Continue | Continuous Improvement",,,Elise,Vanholsbeeck,Kelkoo,,Scrum master et leader des communautés Agile et Outils engineering. Elise est chez Kelkoo depuis plus de 8 ans. Elle a commencé en tant que développeur. Son équipe a adopté Scrum en 2007.,Nicolas,Warzagier,Kelkoo,,"Développeur au sein de l'équipe frontend depuis mars 2011, Nicolas s'est initié aux méthodes Scrum et Kanban dans un environnement Agile en constante évolution. ",,,,,,,,,,,50 minutes,OK le 26/06
6/25/2012 21:39:07,Sky Castle Game,"Oyez ! Oyez ! La légende du Sky Castle Game : ""Il était une fois un Roi très puissant. Un jour il tomba éperdument amoureux et décida de construire le Château de ses rêves pour y accueillir sa Bien aimée. Il décida de faire appel aux Compagnons Agiles qui sont réputés pour faire ce que l’on veut, montrer l’état d’avancement et accepter les modifications dont on va nécessairement avoir besoin au fur et à mesure du chantier afin de satisfaire sa Belle. L’équipe recrute. En ferez-vous partie ?""","Ce serious game est basé sur les principes de Scrum et de Kanban. Il met les membres d'une équipe en situation de collaboration pour atteindre un objectif commun. Ici, l'attention est portée sur la découverte et la réappropriation par l'équipe du flux de travail, priorisé, par itérations, auto-organisé...","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Atelier pratique / Jeu | Practical Workshop / Game,"Management | Management, Amélioration Continue | Continuous Improvement",34,,Antoine,Vernois,Crafting Labs,"blog : http://blog.crafting-labs.fr
blog du Sky Castle Game : http://www.skycastlegame.net
twitter : @avernois","J'ai un doctorat en Informatique de l'ENS Lyon. Je pratique intuitivement les grands concepts de l'agilité pendant plusieurs années avant d'en découvrir leurs formalisations en 2008 et devient alors ScrumMaster puis Coach Agile. Je m'implique activement dans les communautés ayant trait à l'agilité et au développement logiciel : membre de la SigmaT, du Scrum User Group France, du Java User Group Toulouse et, début 2012, je suis à l'origine de la communauté Software Craftsmanship à Toulouse. Je vis actuellement sur Toulouse, mais j'apprécie de me déplacer un peu partout. Vous pouvez me suivre sur mon blog (http://blog.crafting-labs.fr) où je parle d'agilité et de développement logiciel et sur Twitter (@avernois).",Fabrice,Aimetti,,"http://agilarium.com/
blog : http://agilarium.blogspot.fr/
traduction : http://agilarium.wikispaces.com/
Sky Castle Game : http://skycastlegame.net/
twitter @agilarium","L'Agilité, je ne suis pas tombé dedans tout petit. Mais du jour où je l'ai rencontrée (début 2009), je ne l'ai plus quittée. J'en vis maintenant à plein temps depuis la création de la marque Agilarium® (début 2012). Je blogue agile, je tweete agile, je traduis agile et je joue agile. Vous aussi, vous pouvez le faire !",Philippe,Launay,,"Twitter : PhilAgile
LinkedIn : http://fr.linkedin.com/pub/philippe-launay/12/a45/260","Une carrière commencée au début des années 90 dans les SI de santé (SIH), où j'ai notamment occupé les postes de Chef de Projet R&D et d’Ingénieur méthode et qualité, je suis actuellement Manager d’une équipe internationale et coach Agile chez AGFA Healthcare. Au cours de mes différentes affectations, j'ai été membre de commissions à l'AFNOR, membre de l'organisation HL7, membre du groupe IHE, membre de l'association HPRIM.
J'ai commencé à utiliser SCRUM en 2006, j'ai été certifié Product Owner en 2008, puis j'ai obtenu la certification Scrum Professional en janvier 2010. A ce titre, je suis membre de la Scrum Alliance.
Je suis membre du French Scrum User Group pour lequel je suis correspondant local à Bordeaux, dans le cadre duquel je publie sur un site SUG Bordeaux et un Google groupe, les présentations utilisées à cet égard ainsi que des billets sur Scrum et l’Agilité. J'interviens lors des ""Agile Tour"" à Bordeaux (2009, 2010 & 2011) et Toulouse (2011). J'interviens régulièrement pour des tables rondes sur l’Agilité animées par des journalistes professionnels de l’IT (ADEISO, Matinée 01 Informatique, Universités d'été du SI, etc.). J'ai participé aux SCRUM Gathering Munchen et London (2009 et 2011).
Je suis depuis début 2011, Inovation Games® Trained Facilitator, confirmant mon implication dans l'utilisation des Serious Games que j'utilise comme support pédagogique dans mes formations.
En 2011, j'ai publié des interviews dans 01 informatique, Business & Technologies n°2079, du 7 avril 2011, et dans I-Mag n°47, journal de l'Ensimag.
Twitter : PhilAgile
LinkedIn : http://fr.linkedin.com/pub/philippe-launay/12/a45/260",,,,,,120 minutes,OK le 26/6
6/26/2012 10:10:10,Product Owner : comment tirer toute la puissance de l'agilité,"Pour les puristes, SCRUM a un seul PO, un ScrumMaster et une équipe auto-organisée... SCRUM ne parle pas de contrat, de plusieurs P.O., de super- P.O., de sponsor, de P.O. adjoint, de P.O. proxy... SCRUM dit que le P.O. a un rôle à plein temps (alimenter le backlog, préparer le prochain sprint, interagir avec l'équipe, venir aux revues...). 
Or il n'est pas toujours possible pour un client d'être à 100% disponible, de renoncer à s'absenter (vacances, déplacement)  de peur de manquer à l'équipe...SCRUM ne donne pas de recettes et il y a peu de formations pour P.O. expliquant comment s'organiser, comment faire face au changement de mode entre le classique cycle en V où le MOE prend la main sur la base d’un cahier des charges complet, et le mode itératif SCRUM où le client garde un rôle au quotidien. Nous apportons notre recul et notre expérience aux candidats P.O.à l'agilité, et aux P.O.expérimentés qui cherchent des REX sur des schémas complexes (centre de service agile).
Au travers d’une approche itérative et d’un jeu de rôles, nous présentons comment notre schéma d’organisation s’est affiné pour atteindre efficience, fiabilité et clarté des rôles après un an d’amélioration continue.","Trouver une solution gagnant / gagnant pour concilier SCRUM et centre de service dans un cadre de prestation de service avec engagement de résultat.
Comprendre les différents rôles et types de PO qu'on peut identifier et leur apport.
Monter une organisation agile efficiente et fluide dans le plus pur esprit agile.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,"Management | Management, Gestion de produit / portfolio Agile | Agile product/portfolio management, Contractualisation Agile | Agile Contracts",30,"Salle openspace avec 30 chaises et un projecteur.
Une table
Un paravent si possible pour cacher les coulisses des accessoires / jeu de rôle",Jean,DUPUIS,OPEN,"http://jidup.wordpress.com
@jidup
http://www.open-groupe.com","Jean est membre du CARA depuis 3 ans, coach agile chez OPEN Rhône-Alpes en charge de la diffusion de la pratique agile en interne et chez les clients régionaux.
Jean est également Directeur de projets et TMA agiles au centre de services Rhône-Alpes et Professeur Affilié à Grenoble Ecole de management.",Christophe ,DUPLAIX,SNCF,www.sncf.fr,Christophe est Directeur de programme Trains communicants à la SNCF. Il est Product Owner et a demandé à OPEN de créer un centre de service  Trains communicants pour répondre aux demandes des différentes maîtrises d'ouvrage souhaitant installer des communications sol-bord. Il a décidé de passer en mode agile pour gérer les nouveaux projets et la TMA sur le périmètre des trains communicants.,,,,,,,,,,,50 minutes,OK le 26/6
6/26/2012 22:25:32,Retour d’expérience : Agile contre Cycle en V : Le match,"En 2011, nous avons eu l'occasion de réaliser le rêve de tout agiliste. Un client a fait réaliser, par un concours de circonstances, deux fois le même site web, un en mode agile, l'autre en mode ""classique"". A votre avis qui a gagné ?
Je vous présenterai le contexte de cette expérience à première vue étonnante et nous regarderons en détail les différences et leurs conséquences.

Jusqu'à présent, j'ai toujours pensé qu'entre agile et cycle en V il ""n'y avait pas photo""... Bon, maintenant en plus j'ai la photo !","Lors des prestations précédentes de cet exposé, les participants ont remarqués que le match ne s'est pas passé comme ils s'y attendaient.","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",REX - Retour d'Expérience | Experience Reports,"Management | Management, Gestion de produit / portfolio Agile | Agile product/portfolio management, Contractualisation Agile | Agile Contracts, DevOps | DevOps, Promotion de l'agilité",Etienne Charignon,"Disposition classique : orateur <-> audience, vidéo projecteur",Etienne,Charignon,Valtech,"http://etienne.charignon.free.fr

Twitter : echar","Etienne Charignon est consultant sénior chez Valtech Technology, avec plus de 14 ans d’expérience en nouvelles technologies, développement logiciel et méthodes Agiles.

Il a une expérience concrète de développement d’applications multi-tiers, application web ou clients riches en Java.
Etienne a une expérience significative des méthodes de travail eXtreme Programming et Scrum.
Etienne a une expérience concrète de la conduite des exigences par les tests (ATDD).

Etienne est certifié ScrumMaster par François Beauregard. Il donne le cours Scrum pour Valtech Trainning.",,,,,,,,,,,,,,,,50 minutes,OK le 26/6
6/26/2012 22:48:22,Il était une fois la vie d’un Product Owner,"« Il était une fois la vie d’un Product Owner (PO) » raconte la vie d’un PO qui a 9 mois pour délivrer son premier produit. Entre les visionnaires, les utilisateurs, l’équipe de développement et les investisseurs, le PO va devoir évoluer dans un environnement exigeant, sans filet. De l’initiation à la maturité, ce PO va découvrir des phénomènes agiles, varier les approches et les outils pour maîtriser sa gestion de produit. 

Entre fiction et réalité, « Il était une fois la vie d’un Product Owner » est une illustration concrète et fantastique du quotidien et de l’apprentissage d’un PO fraichement débarqué qui va gérer son produit en mode startup. 
","-	Retour d’expérience d’un Product Owner
-	Des idées d’outils par la gestion de produit agile
-	Comprendre les tenants et les aboutissants du rôle complexe de Product Owner
-	Approche Lean Startup
",Confirmé | Skilled,conférence (sujet avancé et retour d’expérience),"Gestion de produit / portfolio Agile | Agile product/portfolio management, Lean Startup",100,,Romain,Couturier,Terre d'Agile,"Site 		http://www.terredagile.com
Blog 		http://www.talondagile.com
Skype 	calton69
Twitter 	@romaincouturier
","Coach agile, formateur et enseignant, j’accompagne les équipes et les organisations dans leur transition et évolution vers l’agilité.

De formation génie logiciel, j’ai démarré par le cœur de l’informatique : le développement. Les 3 premières années chez un éditeur m’ont fait découvrir la réalité des cycles de production logicielle, de la vision produit jusqu’au déploiement chez les clients. En 2006, je découvre le monde des startups : réactivité, haute disponibilité, qualité de service, et satisfaction utilisateur. C’est dans l’agilité (et notamment Scrum) que j’ai trouvé les réponses pour structurer de manière efficace le travail des équipes.

Membre actif du CARA Lyon et co-fondateur de Mix-IT, je suis aujourd’hui activement impliqué dans les actions de diffusion et de promotion de l’agilité principalement à Lyon et en Rhône-Alpes.
",,,,,,,,,,,,,,,,50 minutes,OK le 26/6
6/26/2012 22:50:14,Lean Lego Game,"Le Lean s’impose naturellement depuis sa création dans les industries comme le seul véritable paradigme de production valorisant à la fois le produit et les équipes qui y contribuent. En révolutionnant les modes de pensée classique, le Lean a amené des résultats étonnants dont Toyota est l’illustration de référence depuis des dizaines d’années. Quand on leur parle des méthodes Scrum, XP ou Kanban pour ne citer qu’elles, les praticiens Lean redécouvrent des concepts similaires avec lesquels ils sont déjà familiers. En y regardant de plus près, ce n’est pas si étrange que cela.

Qu’est-ce que le Lean ? Existent-ils des liens avec l’agilité ? Si oui quels seraient les apports du Lean dans un projet agile en informatique ? Quelles sont les différences ? C’est tout cela que l’atelier Lean Lego© Game vous propose de découvrir.

Présenté pour la première fois par Danilo Sato & Francisco Trindade en 2008 à Buenos Aires, l’atelier Lean Lego© Game est une expérience ludique d’apprentissage des principaux concepts du Lean. Au rythme des jeux en équipes à base de Lego©, les participants exploreront quelques principes piliers du Lean et repartiront avec de nouvelles idées pour améliorer leur chaîne de production.
","Découvrir et comprendre des principes clé du Lean
Comprendre les passerelles Lean / Agilité
Démontrer les principes du Lean par l’exemple
Imaginer une chaine de production logicielle
",Débutant | Beginner,Atelier pratique / Jeu | Practical Workshop / Game,"Amélioration Continue | Continuous Improvement, Lean",20,,Romain,Couturier,Terre d'Agile,"Site	 	http://www.terredagile.com
Blog	 	http://www.talondagile.com
Skype 	calton69
Twitter 	@romaincouturier
","Coach agile, formateur et enseignant, j’accompagne les équipes et les organisations dans leur transition et évolution vers l’agilité.

De formation génie logiciel, j’ai démarré par le cœur de l’informatique : le développement. Les 3 premières années chez un éditeur m’ont fait découvrir la réalité des cycles de production logicielle, de la vision produit jusqu’au déploiement chez les clients. En 2006, je découvre le monde des startups : réactivité, haute disponibilité, qualité de service, et satisfaction utilisateur. C’est dans l’agilité (et notamment Scrum) que j’ai trouvé les réponses pour structurer de manière efficace le travail des équipes.

Membre actif du CARA Lyon et co-fondateur de Mix-IT, je suis aujourd’hui activement impliqué dans les actions de diffusion et de promotion de l’agilité principalement à Lyon et en Rhône-Alpes.
",,,,,,,,,,,,,,,,120 minutes,OK le 26/6
6/27/2012 9:00:05,"Scrum, comment tomber dans le panneau","Une équipe qui démarre l’agilité commence le plus souvent par Scrum, la méthode la plus populaire 
et la plus simple à comprendre et à appliquer … en théorie. Le guide officiel de Scrum décrit en 17 pages tout 
ce qu’il faut savoir : rôles, évènements, artefacts. Pourtant bon nombre de principes clairs restent inappliqués, 
oubliés ou galvaudés. Les conséquences d’une telle approche peuvent être plus ou moins catastrophiques.

Au cours de ce retour d’expérience, je vous propose de revenir sur quelques-uns des pièges les plus connus de 
Scrum et de voir comment les éviter. Le public sera mis à contribution pour cette session qui se veut interactive.
","-	Découvrir ce qui n’est pas écrit dans le guide Scrum
-	Donner les bonnes pratiques à ceux qui veulent démarrer notamment en Scrum
-	Aborder des pistes d’amélioration pour ceux qui pratiquent l’agilité
-	Partager un retour d’expérience terrain, concret, pratique, issu de 4 années de coaching d’équipe
","Débutant | Beginner, Confirmé | Skilled",Atelier pratique / Jeu | Practical Workshop / Game,"Management | Management, Gestion de produit / portfolio Agile | Agile product/portfolio management, Contractualisation Agile | Agile Contracts, Amélioration Continue | Continuous Improvement, Scrum",100,"Un aperçu de ma session        http://www.slideshare.net/calton13/scrum-comment-tomber-dans-le-panneau
",Romain,Couturier,Terre d'Agile,"Site		http://www.terredagile.com
Blog		http://www.talondagile.com
Skype 	calton69
Twitter 	@romaincouturier
","Coach agile, formateur et enseignant, j’accompagne les équipes et les organisations dans leur transition et évolution vers l’agilité.

De formation génie logiciel, j’ai démarré par le cœur de l’informatique : le développement. Les 3 premières années chez un éditeur m’ont fait découvrir la réalité des cycles de production logicielle, de la vision produit jusqu’au déploiement chez les clients. En 2006, je découvre le monde des startups : réactivité, haute disponibilité, qualité de service, et satisfaction utilisateur. C’est dans l’agilité (et notamment Scrum) que j’ai trouvé les réponses pour structurer de manière efficace le travail des équipes.

Membre actif du CARA Lyon et co-fondateur de Mix-IT, je suis aujourd’hui activement impliqué dans les actions de diffusion et de promotion de l’agilité principalement à Lyon et en Rhône-Alpes.
",,,,,,,,,,,,,,,,50 minutes,OK le 27/6
6/28/2012 9:57:13,Scrum à Kanban : 3 retours d’expériences,"Venez découvrir 3 expériences de passage de Scrum à Kanban. Chaque équipe expliquera les raisons du changements, l’organisation de la période de transition, l’état actuel, les avantages et les inconvénients et ce qui ne change pas.",Cette session a pour but de partager l’expérience de 3 équipes passées de Scrum à Kanban.  ,Confirmé | Skilled,REX - Retour d'Expérience | Experience Reports,"Management | Management, Amélioration Continue | Continuous Improvement, N.M.A. (Non-Mainstream Agile = Agile non-scrum et/ou non-logiciel | Non-scrum and/or non-software Agile)",peu importe,peu importe,véronique,mosnier,Kelkoo,,"Véronique Mosnier a fait 10 ans de conseil chez Capgemini (développement / informatique décisionnel / facilitation), elle a ensuite été 2 ans Scrum Master chez Yahoo. Après un passage éclair à la Ville de Grenoble, elle est maintenant Scrum Master des 2 équipes frontaux web chez Kelkoo dans un environnement distribué.",,,,,,,,,,,,,,,,50 minutes,OK le 29/06
6/28/2012 10:01:01,Au cœur d’une équipe distribuée,Soyez équipier d’un jour et venez faire un stand-up  avec votre équipe distribuée.  ,Cette session a pour but de montrer les difficultés d’organisation et de communication d’une équipe distribuée.  ,Confirmé | Skilled,Atelier pratique / Jeu | Practical Workshop / Game,"Management | Management, Agile Distribué | Distributed Agile",15-20,Il faudrait 2 salles ou 2 zones physiquement & phoniquement séparées avec une prise réseau chacune et un téléphone.,véronique,mosnier,Kelkoo,,"Véronique Mosnier a fait 10 ans de conseil chez Capgemini (développement / informatique décisionnel / facilitation), elle a ensuite été 2 ans Scrum Master chez Yahoo. Après un passage éclair à la Ville de Grenoble, elle est maintenant Scrum Master des 2 équipes frontaux web chez Kelkoo dans un environnement distribué.",,,,,,,,,,,,,,,,50 minutes,OK le 29/06
6/28/2012 15:55:03,Agilité à distance : l'architecture logicielle au service de l'agilité,"Agilité et distance ne font pas bon ménage. Mais il est souvent impossible de réunir tous les acteurs d'un projet dans un même lieu.
Comment rester agile dans ces conditions ?
Comment échanger sur le produit, donner un feedback ou signaler une anomalie de manière simple et rapide ?
Cette session présente une manière originale de répondre à cette problématique.
Retour d'expérience et démonstration sont au programme.
Projet réalisé chez un acteur majeur du transport ferroviaire.
","Les participants vont découvrir une méthode originale de conception logicielle axée sur la facilitation des échanges (feedback, signalement d'anomalie) sur le produit entre des membres d'une équipe locale ou multi-sites.
Ils mesureront les bénéfices de placer l'expérience utilisateur au coeur du processus de création logiciel.
",Confirmé | Skilled,REX - Retour d'Expérience | Experience Reports,"Agile Distribué | Distributed Agile, Craftmanship (Technique / Coding / Testing...)",,,Jean-Philippe,GILLIBERT,SII,"http://jeanphilippegillibert.wordpress.com/
L’article « Développement orienté scénario utilisateur »  donne des informations complémentaires sur le sujet de la session.
","Après un parcours dans le développement de jeu vidéo, j’évolue chez SII depuis 2008. 
Agiliste convaincu, j’interviens actuellement en tant que développeur/architecte à la SNCF où je m'efforce de démontrer les atouts de l'agilité.
",,,,,,,,,,,,,,,,50 minutes,OK le 29/06
6/28/2012 17:50:11,Les tests et l'agilité : la vraie vie,"Derrière le mot test vous pensez qu'il existe une réalité unique ?

Et bien venez partager avec moi la vision de la vraie vie des équipes agiles, est-ce qu'elles y arrivent avec l'automatisation, quelles solutions elles trouvent, comment sont leurs pyramides des tests (cf. Mike Cohn).

Ces approches nourriront vos réflexions,  vous regarderez vos propres pratiques sous un autre oeil et aurez sans doute de nouvelles idées.
","Une vision assez large  de la réalité des différentes approches du test dans les équipes agiles,  des difficultées rencontrées et des solutions trouvées.

Une approche différente des tests pour en avoir une vision plus ouverte qui intègre l'ensemble des tests réalisés par les différents membres de l'équipe des développeurs, aux testeurs mais aussi aux utilisateurs.

Je m'appuierais sur des cas concrets que nous voyons précisement grâce à notre plateforme SaaS qui nous donne une visibilité trés large de la diversité des équipes agiles face aux tests.",Confirmé | Skilled,Conférence | Conference,Amélioration Continue | Continuous Improvement,1,,Marc,rambert,Kalistick,"www.kalistick.fr
blog.kalistick.fr
@MarcRambert
","Marc Rambert est un des co-fondateurs de Kalistick et grâce à cette plateforme en mode SaaS recueille beaucoup d'informations sur les tests qu'il aime 
partager dans des conférences comme  Iqnite Genève 2012, Scrum Day France 2011, Mix-It Lyon, Avril 2011, ...
",,,,,,,,,,,,,,,,50 minutes,KO pas de mail
6/29/2012 2:07:04,Petits Outils de facilitation à l'Usage des Honnêtes gens,"FACILITER, cela consiste à aider un groupe, une ou des personnes, à apprendre, explorer, trouver des solutions, atteindre un consensus… Souvent négligée, la facilitation est pourtant une vraie discipline, désormais au cœur de nos activités en Entreprise.
C'est dans un mode Show & Tell et sous forme de pattern (Problème, contexte, solution) que je vous invite à découvrir ces petits outils & techniques de facilitation si simples mais terriblement efficaces au quotidien. Vos retours d’expérience sur les techniques présentées seront encouragées.
Vous connaissez tous le ROTI ou le Vote à 5 doigts, vous en découvrirez d'autres...","- Connaissance de nouveaux outils
- Pattern d'usage
- Echanges et retour d'experience","Débutant | Beginner, Confirmé | Skilled, Expert | Expert",Atelier pratique / Jeu | Practical Workshop / Game,"Management | Management, N.M.A. (Non-Mainstream Agile = Agile non-scrum et/ou non-logiciel | Non-scrum and/or non-software Agile)",20,"Murs libres
Affichage d'une quinzaine de posters",Jean Clalude,Grosjean,Valtech,"http://www.qualitystreet.fr
http://www.agile-ux.com

https://twitter.com/#!/jcQualitystreet
@jcQualitystreet","Jean-Claude est Coach Agile, praticien Agile UX et formateur chez Valtech.

Coach Agile et formateur depuis plusieurs années, Jean-Claude accompagne aujourd’hui les personnes, les équipes et les organisations de divers domaines et secteurs dans leur parcours dans ou vers l’agilité.

Il est aussi l’auteur de deux blogs qualitystreet.fr et agile-ux.com, centrés sur le Coaching Agile, la facilitation, l’Experience Utilisateur ou encore le Management Agile & Lean.",,,,,,,,,,,,,,,,50 minutes,OK le 29/6
